Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,010070801;1,650061996;-0,000218903;1;1;0,005907758;-0,005147717;1 mA
0,020141602;1,750769996;-0,000198517;1;2;0,005907758;-0,005147717;1 mA
0,030212402;1,851477995;-0,000179901;1;3;0,005907758;-0,005147717;1 mA
0,040283203;1,952185995;-0,000162811;1;4;0,005907758;-0,005147717;1 mA
0,050354004;2,052893995;-0,00014679;1;5;0,005907758;-0,005147717;1 mA
0,060424805;2,153601995;-0,000131683;1;6;0,005907758;-0,005147717;1 mA
0,070495605;2,254309994;-0,000117401;1;7;0,005907758;-0,005147717;1 mA
0,080566406;2,355017994;-0,000103699;1;8;0,005907758;-0,005147717;1 mA
0,090637207;2,455725994;-9,05762E-05;1;9;0,005907758;-0,005147717;1 mA
0,100708008;2,556433994;-7,79114E-05;1;10;0,005907758;-0,005147717;1 mA
0,110778809;2,657141993;-6,56738E-05;1;11;0,005907758;-0,005147717;1 mA
0,120849609;2,757849993;-5,38635E-05;1;12;0,005907758;-0,005147717;1 mA
0,13092041;2,858557993;-4,21661E-05;1;13;0,005907758;-0,005147717;1 mA
0,140991211;2,959265993;-3,09723E-05;1;14;0,005907758;-0,005147717;100 µA
0,151062012;3,059973992;-2,00287E-05;1;15;0,005907758;-0,005147717;100 µA
0,161132813;3,160681992;-9,32617E-06;1;16;0,005907758;-0,005147717;100 µA
0,171203613;3,261389992;1,25458E-06;1;17;0,005907758;-0,005147717;100 µA
0,181274414;3,362097992;1,1676E-05;1;18;0,005907758;-0,005147717;100 µA
0,191345215;3,462805991;2,20734E-05;1;19;0,005907758;-0,005147717;100 µA
0,201416016;3,563513991;3,25348E-05;1;20;0,005907758;-0,005147717;100 µA
0,211486816;3,664221991;4,31732E-05;1;21;0,005907758;-0,005147717;100 µA
0,221557617;3,76492999;5,41382E-05;1;22;0,005907758;-0,005147717;100 µA
0,231628418;3,86563799;6,55212E-05;1;23;0,005907758;-0,005147717;100 µA
0,241699219;3,96634599;7,74231E-05;1;24;0,005907758;-0,005147717;100 µA
0,25177002;4,06705399;8,99658E-05;1;25;0,005907758;-0,005147717;100 µA
0,26184082;4,167761989;0,000103271;1;26;0,005907758;-0,005147717;100 µA
0,271911621;4,268469989;0,00011734;1;27;0,005907758;-0,005147717;100 µA
0,281982422;4,369177989;0,000132324;1;28;0,005907758;-0,005147717;100 µA
0,292053223;4,469885989;0,000148224;1;29;0,005907758;-0,005147717;100 µA
0,302124023;4,570593988;0,000165039;1;30;0,005907758;-0,005147717;100 µA
0,312194824;4,671301988;0,000182739;1;31;0,005907758;-0,005147717;100 µA
0,322265625;4,772009988;0,000201416;1;32;0,005907758;-0,005147717;100 µA
0,332336426;4,872717988;0,000220856;1;33;0,005907758;-0,005147717;100 µA
0,342407227;4,973425987;0,000241058;1;34;0,005907758;-0,005147717;100 µA
0,352478027;5,074133987;0,00026181;1;35;0,005907758;-0,005147717;100 µA
0,362548828;5,174841987;0,000283173;1;36;0,005907758;-0,005147717;100 µA
0,372619629;5,275549987;0,000304962;1;37;0,005907758;-0,005147717;100 µA
0,38269043;5,376257986;0,000327026;1;38;0,005907758;-0,005147717;100 µA
0,39276123;5,476965986;0,000349274;1;39;0,005907758;-0,005147717;100 µA
0,402832031;5,577673986;0,00037149;1;40;0,005907758;-0,005147717;100 µA
0,412902832;5,678381986;0,000393616;1;41;0,005907758;-0,005147717;100 µA
0,422973633;5,779089985;0,000415436;1;42;0,005907758;-0,005147717;100 µA
0,433044434;5,879797985;0,000436432;1;43;0,005907758;-0,005147717;1 mA
0,443115234;5,980505985;0,000457336;1;44;0,005907758;-0,005147717;1 mA
0,453186035;6,081213985;0,000477631;1;45;0,005907758;-0,005147717;1 mA
0,463256836;6,181921984;0,000497192;1;46;0,005907758;-0,005147717;1 mA
0,473327637;6,282629984;0,000516052;1;47;0,005907758;-0,005147717;1 mA
0,483398438;6,383337984;0,000534058;1;48;0,005907758;-0,005147717;1 mA
