Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,010070801;1,717859996;-9,08508E-05;1;1;0,008007261;-0,005169209;1 mA
0,020141602;1,818567995;-8,12378E-05;1;2;0,008007261;-0,005169209;1 mA
0,030212402;1,919275995;-7,25708E-05;1;3;0,008007261;-0,005169209;1 mA
0,040283203;2,019983995;-6,46667E-05;1;4;0,008007261;-0,005169209;1 mA
0,050354004;2,120691995;-5,7373E-05;1;5;0,008007261;-0,005169209;1 mA
0,060424805;2,221399994;-5,05676E-05;1;6;0,008007261;-0,005169209;100 µA
0,070495605;2,322107994;-4,43695E-05;1;7;0,008007261;-0,005169209;100 µA
0,080566406;2,422815994;-3,86414E-05;1;8;0,008007261;-0,005169209;100 µA
0,090637207;2,523523994;-3,32855E-05;1;9;0,008007261;-0,005169209;100 µA
0,100708008;2,624231993;-2,82837E-05;1;10;0,008007261;-0,005169209;100 µA
0,110778809;2,724939993;-2,3645E-05;1;11;0,008007261;-0,005169209;100 µA
0,120849609;2,825647993;-1,92871E-05;1;12;0,008007261;-0,005169209;100 µA
0,13092041;2,926355993;-1,51581E-05;1;13;0,008007261;-0,005169209;100 µA
0,140991211;3,027063992;-1,12946E-05;1;14;0,008007261;-0,005169209;100 µA
0,151062012;3,127771992;-7,60498E-06;1;15;0,008007261;-0,005169209;100 µA
0,161132813;3,228479992;-4,07013E-06;1;16;0,008007261;-0,005169209;100 µA
0,171203613;3,329187992;-7,08618E-07;1;17;0,008007261;-0,005169209;100 µA
0,181274414;3,429895991;2,53448E-06;1;18;0,008007261;-0,005169209;100 µA
0,191345215;3,530603991;5,68848E-06;1;19;0,008007261;-0,005169209;100 µA
0,201416016;3,631311991;8,79822E-06;1;20;0,008007261;-0,005169209;10 µA
0,211486816;3,732019991;1,18469E-05;1;21;0,008007261;-0,005169209;10 µA
0,221557617;3,83272799;1,49078E-05;1;22;0,008007261;-0,005169209;10 µA
0,231628418;3,93343599;1,80298E-05;1;23;0,008007261;-0,005169209;10 µA
0,241699219;4,03414399;2,12769E-05;1;24;0,008007261;-0,005169209;10 µA
0,25177002;4,13485199;2,47009E-05;1;25;0,008007261;-0,005169209;10 µA
0,26184082;4,235559989;2,83722E-05;1;26;0,008007261;-0,005169209;10 µA
0,271911621;4,336267989;3,23334E-05;1;27;0,008007261;-0,005169209;10 µA
0,281982422;4,436975989;3,66638E-05;1;28;0,008007261;-0,005169209;10 µA
0,292053223;4,537683989;4,14368E-05;1;29;0,008007261;-0,005169209;10 µA
0,302124023;4,638391988;4,66553E-05;1;30;0,008007261;-0,005169209;100 µA
0,312194824;4,739099988;5,24902E-05;1;31;0,008007261;-0,005169209;100 µA
0,322265625;4,839807988;5,89905E-05;1;32;0,008007261;-0,005169209;100 µA
0,332336426;4,940515988;6,61926E-05;1;33;0,008007261;-0,005169209;100 µA
0,342407227;5,041223987;7,41272E-05;1;34;0,008007261;-0,005169209;100 µA
0,352478027;5,141931987;8,28857E-05;1;35;0,008007261;-0,005169209;100 µA
0,362548828;5,242639987;9,25903E-05;1;36;0,008007261;-0,005169209;100 µA
0,372619629;5,343347987;0,000103271;1;37;0,008007261;-0,005169209;100 µA
0,38269043;5,444055986;0,00011496;1;38;0,008007261;-0,005169209;100 µA
