Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,010070801;1,687592996;-0,000191193;1;1;0,005828393;-0,00499777;1 mA
0,020141602;1,788300995;-0,000173248;1;2;0,005828393;-0,00499777;1 mA
0,030212402;1,889008995;-0,000156799;1;3;0,005828393;-0,00499777;1 mA
0,040283203;1,989716995;-0,000141693;1;4;0,005828393;-0,00499777;1 mA
0,050354004;2,090424995;-0,000127502;1;5;0,005828393;-0,00499777;1 mA
0,060424805;2,191132994;-0,000114166;1;6;0,005828393;-0,00499777;1 mA
0,070495605;2,291840994;-0,000101563;1;7;0,005828393;-0,00499777;1 mA
0,080566406;2,392548994;-8,95386E-05;1;8;0,005828393;-0,00499777;1 mA
0,090637207;2,493256994;-7,80334E-05;1;9;0,005828393;-0,00499777;1 mA
0,100708008;2,593964993;-6,70471E-05;1;10;0,005828393;-0,00499777;1 mA
0,110778809;2,694672993;-5,6488E-05;1;11;0,005828393;-0,00499777;1 mA
0,120849609;2,795380993;-4,61884E-05;1;12;0,005828393;-0,00499777;1 mA
0,13092041;2,896088993;-3,6438E-05;1;13;0,005828393;-0,00499777;100 µA
0,140991211;2,996796992;-2,69623E-05;1;14;0,005828393;-0,00499777;100 µA
0,151062012;3,097504992;-1,7804E-05;1;15;0,005828393;-0,00499777;100 µA
0,161132813;3,198212992;-8,90198E-06;1;16;0,005828393;-0,00499777;100 µA
0,171203613;3,298920992;-1,80054E-07;1;17;0,005828393;-0,00499777;100 µA
0,181274414;3,399628991;8,34351E-06;1;18;0,005828393;-0,00499777;100 µA
0,191345215;3,500336991;1,68365E-05;1;19;0,005828393;-0,00499777;100 µA
0,201416016;3,601044991;2,5296E-05;1;20;0,005828393;-0,00499777;100 µA
0,211486816;3,701752991;3,39264E-05;1;21;0,005828393;-0,00499777;100 µA
0,221557617;3,80246099;4,27795E-05;1;22;0,005828393;-0,00499777;100 µA
0,231628418;3,90316899;5,2002E-05;1;23;0,005828393;-0,00499777;100 µA
0,241699219;4,00387699;6,17065E-05;1;24;0,005828393;-0,00499777;100 µA
0,25177002;4,10458499;7,19604E-05;1;25;0,005828393;-0,00499777;100 µA
0,26184082;4,205292989;8,29773E-05;1;26;0,005828393;-0,00499777;100 µA
0,271911621;4,306000989;9,47266E-05;1;27;0,005828393;-0,00499777;100 µA
0,281982422;4,406708989;0,00010733;1;28;0,005828393;-0,00499777;100 µA
0,292053223;4,507416989;0,00012088;1;29;0,005828393;-0,00499777;100 µA
0,302124023;4,608124988;0,000135437;1;30;0,005828393;-0,00499777;100 µA
0,312194824;4,708832988;0,00015094;1;31;0,005828393;-0,00499777;100 µA
0,322265625;4,809540988;0,000167511;1;32;0,005828393;-0,00499777;100 µA
0,332336426;4,910248988;0,000185059;1;33;0,005828393;-0,00499777;100 µA
0,342407227;5,010956987;0,000203491;1;34;0,005828393;-0,00499777;100 µA
0,352478027;5,111664987;0,000222839;1;35;0,005828393;-0,00499777;100 µA
0,362548828;5,212372987;0,000242981;1;36;0,005828393;-0,00499777;100 µA
0,372619629;5,313080987;0,000263916;1;37;0,005828393;-0,00499777;100 µA
0,38269043;5,413788986;0,000285461;1;38;0,005828393;-0,00499777;100 µA
0,39276123;5,514496986;0,000307495;1;39;0,005828393;-0,00499777;100 µA
0,402832031;5,615204986;0,000329956;1;40;0,005828393;-0,00499777;100 µA
0,412902832;5,715912986;0,000352692;1;41;0,005828393;-0,00499777;100 µA
0,422973633;5,816620985;0,000375488;1;42;0,005828393;-0,00499777;100 µA
0,433044434;5,917328985;0,000398254;1;43;0,005828393;-0,00499777;100 µA
0,443115234;6,018036985;0,000420868;1;44;0,005828393;-0,00499777;100 µA
0,453186035;6,118744985;0,000442841;1;45;0,005828393;-0,00499777;1 mA
0,463256836;6,219452984;0,000464691;1;46;0,005828393;-0,00499777;1 mA
0,473327637;6,320160984;0,000485992;1;47;0,005828393;-0,00499777;1 mA
0,483398438;6,420868984;0,000506897;1;48;0,005828393;-0,00499777;1 mA
0,493469238;6,521576984;0,000526733;1;49;0,005828393;-0,00499777;1 mA
0,503540039;6,622284983;0,000545959;1;50;0,005828393;-0,00499777;1 mA
0,51361084;6,722992983;0,000563965;1;51;0,005828393;-0,00499777;1 mA
0,523681641;6,823700983;0,000581055;1;52;0,005828393;-0,00499777;1 mA
0,533752441;6,924408983;0,000597534;1;53;0,005828393;-0,00499777;1 mA
0,543823242;7,025116982;0,000612793;1;54;0,005828393;-0,00499777;1 mA
0,553894043;7,125824982;0,000626831;1;55;0,005828393;-0,00499777;1 mA
0,563964844;7,226532982;0,000639954;1;56;0,005828393;-0,00499777;1 mA
0,574035645;7,327240982;0,000652161;1;57;0,005828393;-0,00499777;1 mA
0,584106445;7,427948981;0,000663452;1;58;0,005828393;-0,00499777;1 mA
0,594177246;7,528656981;0,000673523;1;59;0,005828393;-0,00499777;1 mA
0,604248047;7,629364981;0,000682678;1;60;0,005828393;-0,00499777;1 mA
0,614318848;7,73007298;0,000690613;1;61;0,005828393;-0,00499777;1 mA
0,624389648;7,83078098;0,000697632;1;62;0,005828393;-0,00499777;1 mA
0,634460449;7,93148898;0,000703735;1;63;0,005828393;-0,00499777;1 mA
0,64453125;8,03219698;0,000708618;1;64;0,005828393;-0,00499777;1 mA
0,654602051;8,132904979;0,00071228;1;65;0,005828393;-0,00499777;1 mA
0,664672852;8,233612979;0,000715027;1;66;0,005828393;-0,00499777;1 mA
0,674743652;8,334320979;0,000716858;1;67;0,005828393;-0,00499777;1 mA
0,684814453;8,435028979;0,000717468;1;68;0,005828393;-0,00499777;1 mA
0,694885254;8,535736978;0,000717163;1;69;0,005828393;-0,00499777;1 mA
0,704956055;8,636444978;0,000715637;1;70;0,005828393;-0,00499777;1 mA
0,715026855;8,737152978;0,000713196;1;71;0,005828393;-0,00499777;1 mA
0,725097656;8,837860978;0,000709839;1;72;0,005828393;-0,00499777;1 mA
