Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,010070801;1,513003996;-6,95801E-05;1;1;0,007237694;-0,003679935;1 mA
0,020141602;1,613711996;-6,21033E-05;1;2;0,007237694;-0,003679935;1 mA
0,030212402;1,714419996;-5,53284E-05;1;3;0,007237694;-0,003679935;1 mA
0,040283203;1,815127995;-4,90662E-05;1;4;0,007237694;-0,003679935;1 mA
0,050354004;1,915835995;-4,34875E-05;1;5;0,007237694;-0,003679935;100 µA
0,060424805;2,016543995;-3,83057E-05;1;6;0,007237694;-0,003679935;100 µA
0,070495605;2,117251995;-3,35175E-05;1;7;0,007237694;-0,003679935;100 µA
0,080566406;2,217959994;-2,90619E-05;1;8;0,007237694;-0,003679935;100 µA
0,090637207;2,318667994;-2,49146E-05;1;9;0,007237694;-0,003679935;100 µA
0,100708008;2,419375994;-2,10297E-05;1;10;0,007237694;-0,003679935;100 µA
0,110778809;2,520083994;-1,73584E-05;1;11;0,007237694;-0,003679935;100 µA
0,120849609;2,620791993;-1,39099E-05;1;12;0,007237694;-0,003679935;100 µA
0,13092041;2,721499993;-1,06018E-05;1;13;0,007237694;-0,003679935;100 µA
0,140991211;2,822207993;-7,44324E-06;1;14;0,007237694;-0,003679935;100 µA
0,151062012;2,922915993;-4,37683E-06;1;15;0,007237694;-0,003679935;100 µA
0,161132813;3,023623992;-1,46301E-06;1;16;0,007237694;-0,003679935;100 µA
0,171203613;3,124331992;1,41876E-06;1;17;0,007237694;-0,003679935;100 µA
0,181274414;3,225039992;4,20868E-06;1;18;0,007237694;-0,003679935;100 µA
0,191345215;3,325747992;7,03735E-06;1;19;0,007237694;-0,003679935;10 µA
0,201416016;3,426455991;9,79004E-06;1;20;0,007237694;-0,003679935;10 µA
0,211486816;3,527163991;1,25732E-05;1;21;0,007237694;-0,003679935;10 µA
0,221557617;3,627871991;1,54205E-05;1;22;0,007237694;-0,003679935;10 µA
0,231628418;3,728579991;1,83594E-05;1;23;0,007237694;-0,003679935;10 µA
0,241699219;3,82928799;2,14661E-05;1;24;0,007237694;-0,003679935;10 µA
0,25177002;3,92999599;2,47803E-05;1;25;0,007237694;-0,003679935;10 µA
0,26184082;4,03070399;2,83661E-05;1;26;0,007237694;-0,003679935;10 µA
0,271911621;4,13141199;3,22662E-05;1;27;0,007237694;-0,003679935;10 µA
0,281982422;4,232119989;3,65601E-05;1;28;0,007237694;-0,003679935;10 µA
0,292053223;4,332827989;4,12903E-05;1;29;0,007237694;-0,003679935;10 µA
0,302124023;4,433535989;4,64752E-05;1;30;0,007237694;-0,003679935;100 µA
0,312194824;4,534243989;5,23071E-05;1;31;0,007237694;-0,003679935;100 µA
0,322265625;4,634951988;5,87463E-05;1;32;0,007237694;-0,003679935;100 µA
0,332336426;4,735659988;6,58569E-05;1;33;0,007237694;-0,003679935;100 µA
0,342407227;4,836367988;7,37305E-05;1;34;0,007237694;-0,003679935;100 µA
0,352478027;4,937075988;8,23669E-05;1;35;0,007237694;-0,003679935;100 µA
0,362548828;5,037783987;9,18884E-05;1;36;0,007237694;-0,003679935;100 µA
0,372619629;5,138491987;0,000102325;1;37;0,007237694;-0,003679935;100 µA
0,38269043;5,239199987;0,00011377;1;38;0,007237694;-0,003679935;100 µA
0,39276123;5,339907987;0,000126221;1;39;0,007237694;-0,003679935;100 µA
0,402832031;5,440615986;0,00013974;1;40;0,007237694;-0,003679935;100 µA
0,412902832;5,541323986;0,000154419;1;41;0,007237694;-0,003679935;100 µA
0,422973633;5,642031986;0,000170197;1;42;0,007237694;-0,003679935;100 µA
0,433044434;5,742739986;0,000187195;1;43;0,007237694;-0,003679935;100 µA
0,443115234;5,843447985;0,000205383;1;44;0,007237694;-0,003679935;100 µA
0,453186035;5,944155985;0,000224823;1;45;0,007237694;-0,003679935;100 µA
0,463256836;6,044863985;0,000245483;1;46;0,007237694;-0,003679935;100 µA
0,473327637;6,145571984;0,000267395;1;47;0,007237694;-0,003679935;100 µA
0,483398438;6,246279984;0,000290466;1;48;0,007237694;-0,003679935;100 µA
0,493469238;6,346987984;0,000314758;1;49;0,007237694;-0,003679935;100 µA
0,503540039;6,447695984;0,000340118;1;50;0,007237694;-0,003679935;100 µA
0,51361084;6,548403983;0,000366486;1;51;0,007237694;-0,003679935;100 µA
0,523681641;6,649111983;0,000393738;1;52;0,007237694;-0,003679935;100 µA
0,533752441;6,749819983;0,000421814;1;53;0,007237694;-0,003679935;100 µA
0,543823242;6,850527983;0,000450043;1;54;0,007237694;-0,003679935;1 mA
0,553894043;6,951235982;0,000479309;1;55;0,007237694;-0,003679935;1 mA
0,563964844;7,051943982;0,000509338;1;56;0,007237694;-0,003679935;1 mA
0,574035645;7,152651982;0,000539551;1;57;0,007237694;-0,003679935;1 mA
0,584106445;7,253359982;0,000570374;1;58;0,007237694;-0,003679935;1 mA
0,594177246;7,354067981;0,000601501;1;59;0,007237694;-0,003679935;1 mA
0,604248047;7,454775981;0,000632629;1;60;0,007237694;-0,003679935;1 mA
0,614318848;7,555483981;0,000663452;1;61;0,007237694;-0,003679935;1 mA
0,624389648;7,656191981;0,000694275;1;62;0,007237694;-0,003679935;1 mA
0,634460449;7,75689998;0,000724792;1;63;0,007237694;-0,003679935;1 mA
0,64453125;7,85760798;0,000755005;1;64;0,007237694;-0,003679935;1 mA
0,654602051;7,95831598;0,000783997;1;65;0,007237694;-0,003679935;1 mA
0,664672852;8,05902398;0,000812683;1;66;0,007237694;-0,003679935;1 mA
0,674743652;8,159731979;0,000840149;1;67;0,007237694;-0,003679935;1 mA
0,684814453;8,260439979;0,000867004;1;68;0,007237694;-0,003679935;1 mA
0,694885254;8,361147979;0,000892334;1;69;0,007237694;-0,003679935;1 mA
0,704956055;8,461855979;0,000916443;1;70;0,007237694;-0,003679935;1 mA
0,715026855;8,562563978;0,000939026;1;71;0,007237694;-0,003679935;1 mA
0,725097656;8,663271978;0,000960083;1;72;0,007237694;-0,003679935;1 mA
0,735168457;8,763979978;0,000979614;1;73;0,007237694;-0,003679935;1 mA
0,745239258;8,864687978;0,000997314;1;74;0,007237694;-0,003679935;1 mA
0,755310059;8,965395977;0,001013184;1;75;0,007237694;-0,003679935;1 mA
0,765380859;9,066103977;0,001027222;1;76;0,007237694;-0,003679935;1 mA
0,77545166;9,166811977;0,001039429;1;77;0,007237694;-0,003679935;1 mA
0,785522461;9,267519977;0,0010495;1;78;0,007237694;-0,003679935;1 mA
0,795593262;9,368227976;0,001057739;1;79;0,007237694;-0,003679935;1 mA
0,805664063;9,468935976;0,001063843;1;80;0,007237694;-0,003679935;1 mA
0,815734863;9,569643976;0,00106781;1;81;0,007237694;-0,003679935;1 mA
0,825805664;9,670351976;0,001070251;1;82;0,007237694;-0,003679935;1 mA
0,835876465;9,771059975;0,001070557;1;83;0,007237694;-0,003679935;1 mA
0,845947266;9,871767975;0,001069336;1;84;0,007237694;-0,003679935;1 mA
0,856018066;9,972475975;0,001066589;1;85;0,007237694;-0,003679935;1 mA
0,866088867;10,07318397;0,001062012;1;86;0,007237694;-0,003679935;1 mA
0,876159668;10,17389197;0,001056213;1;87;0,007237694;-0,003679935;1 mA
0,886230469;10,27459997;0,001049194;1;88;0,007237694;-0,003679935;1 mA
0,89630127;10,37530797;0,001040649;1;89;0,007237694;-0,003679935;1 mA
0,90637207;10,47601597;0,001031494;1;90;0,007237694;-0,003679935;1 mA
0,916442871;10,57672397;0,001021423;1;91;0,007237694;-0,003679935;1 mA
0,926513672;10,67743197;0,001010742;1;92;0,007237694;-0,003679935;1 mA
0,936584473;10,77813997;0,000999451;1;93;0,007237694;-0,003679935;1 mA
0,946655273;10,87884797;0,000987854;1;94;0,007237694;-0,003679935;1 mA
0,956726074;10,97955597;0,000975647;1;95;0,007237694;-0,003679935;1 mA
0,966796875;11,08026397;0,00096344;1;96;0,007237694;-0,003679935;1 mA
0,976867676;11,18097197;0,000951233;1;97;0,007237694;-0,003679935;1 mA
0,986938477;11,28167997;0,000938721;1;98;0,007237694;-0,003679935;1 mA
0,997009277;11,38238797;0,000926819;1;99;0,007237694;-0,003679935;1 mA
1,007080078;11,48309597;0,000914612;1;100;0,007237694;-0,003679935;1 mA
0,997009277;11,58380397;0,00087738;1;101;0,007237694;-0,003679935;1 mA
0,986938477;11,68451197;0,000847473;1;102;0,007237694;-0,003679935;1 mA
0,976867676;11,78521997;0,000820923;1;103;0,007237694;-0,003679935;1 mA
0,966796875;11,88592797;0,000797119;1;104;0,007237694;-0,003679935;1 mA
0,956726074;11,98663597;0,000775452;1;105;0,007237694;-0,003679935;1 mA
0,946655273;12,08734397;0,000755005;1;106;0,007237694;-0,003679935;1 mA
0,936584473;12,18805197;0,000736084;1;107;0,007237694;-0,003679935;1 mA
0,926513672;12,28875997;0,000717773;1;108;0,007237694;-0,003679935;1 mA
0,916442871;12,38946797;0,000700684;1;109;0,007237694;-0,003679935;1 mA
0,90637207;12,49017597;0,000684204;1;110;0,007237694;-0,003679935;1 mA
0,89630127;12,59088397;0,000668335;1;111;0,007237694;-0,003679935;1 mA
0,886230469;12,69159197;0,000652771;1;112;0,007237694;-0,003679935;1 mA
0,876159668;12,79229997;0,000637512;1;113;0,007237694;-0,003679935;1 mA
0,866088867;12,89300797;0,000622864;1;114;0,007237694;-0,003679935;1 mA
0,856018066;12,99371597;0,000608521;1;115;0,007237694;-0,003679935;1 mA
0,845947266;13,09442397;0,000594177;1;116;0,007237694;-0,003679935;1 mA
0,835876465;13,19513197;0,000580139;1;117;0,007237694;-0,003679935;1 mA
0,825805664;13,29583997;0,000566406;1;118;0,007237694;-0,003679935;1 mA
0,815734863;13,39654797;0,000552673;1;119;0,007237694;-0,003679935;1 mA
0,805664063;13,49725597;0,00053894;1;120;0,007237694;-0,003679935;1 mA
0,795593262;13,59796397;0,000525513;1;121;0,007237694;-0,003679935;1 mA
0,785522461;13,69867197;0,00051178;1;122;0,007237694;-0,003679935;1 mA
0,77545166;13,79937997;0,000498108;1;123;0,007237694;-0,003679935;1 mA
0,765380859;13,90008796;0,000484528;1;124;0,007237694;-0,003679935;1 mA
0,755310059;14,00079596;0,000470917;1;125;0,007237694;-0,003679935;1 mA
0,745239258;14,10150396;0,000457306;1;126;0,007237694;-0,003679935;1 mA
0,735168457;14,20221196;0,000443665;1;127;0,007237694;-0,003679935;1 mA
0,725097656;14,30291996;0,000429993;1;128;0,007237694;-0,003679935;1 mA
0,715026855;14,40362796;0,000416199;1;129;0,007237694;-0,003679935;1 mA
0,704956055;14,50433596;0,000402466;1;130;0,007237694;-0,003679935;1 mA
0,694885254;14,60504396;0,000388611;1;131;0,007237694;-0,003679935;1 mA
0,684814453;14,70575196;0,000374756;1;132;0,007237694;-0,003679935;1 mA
0,674743652;14,80645996;0,00036087;1;133;0,007237694;-0,003679935;1 mA
0,664672852;14,90716796;0,000347015;1;134;0,007237694;-0,003679935;1 mA
0,654602051;15,00787596;0,00033316;1;135;0,007237694;-0,003679935;1 mA
0,64453125;15,10858396;0,000319336;1;136;0,007237694;-0,003679935;1 mA
0,634460449;15,20929196;0,000305542;1;137;0,007237694;-0,003679935;1 mA
0,624389648;15,30999996;0,000291687;1;138;0,007237694;-0,003679935;1 mA
0,614318848;15,41070796;0,000278046;1;139;0,007237694;-0,003679935;1 mA
0,604248047;15,51141596;0,000264557;1;140;0,007237694;-0,003679935;1 mA
0,594177246;15,61212396;0,00025119;1;141;0,007237694;-0,003679935;1 mA
0,584106445;15,71283196;0,000238037;1;142;0,007237694;-0,003679935;1 mA
0,574035645;15,81353996;0,000225067;1;143;0,007237694;-0,003679935;1 mA
0,563964844;15,91424796;0,000212341;1;144;0,007237694;-0,003679935;1 mA
0,553894043;16,01495596;0,00019989;1;145;0,007237694;-0,003679935;1 mA
0,543823242;16,11566396;0,000187683;1;146;0,007237694;-0,003679935;1 mA
0,533752441;16,21637196;0,000175842;1;147;0,007237694;-0,003679935;1 mA
0,523681641;16,31707996;0,000164337;1;148;0,007237694;-0,003679935;1 mA
0,51361084;16,41778796;0,000153259;1;149;0,007237694;-0,003679935;1 mA
0,503540039;16,51849596;0,000142578;1;150;0,007237694;-0,003679935;1 mA
0,493469238;16,61920396;0,000132263;1;151;0,007237694;-0,003679935;1 mA
