Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,010070801;1,787008995;-0,000139648;1;1;0,012164521;-0,007102659;1 mA
0,020141602;1,887716995;-0,000125153;1;2;0,012164521;-0,007102659;1 mA
0,030212402;1,988424995;-0,00011203;1;3;0,012164521;-0,007102659;1 mA
0,040283203;2,089132995;-0,000100037;1;4;0,012164521;-0,007102659;1 mA
0,050354004;2,189840994;-8,88977E-05;1;5;0,012164521;-0,007102659;1 mA
0,060424805;2,290548994;-7,86438E-05;1;6;0,012164521;-0,007102659;1 mA
0,070495605;2,391256994;-6,91528E-05;1;7;0,012164521;-0,007102659;1 mA
0,080566406;2,491964994;-6,03027E-05;1;8;0,012164521;-0,007102659;1 mA
0,090637207;2,592672993;-5,2002E-05;1;9;0,012164521;-0,007102659;1 mA
0,100708008;2,693380993;-4,41589E-05;1;10;0,012164521;-0,007102659;100 µA
0,110778809;2,794088993;-3,69171E-05;1;11;0,012164521;-0,007102659;100 µA
0,120849609;2,894796993;-3,01514E-05;1;12;0,012164521;-0,007102659;100 µA
0,13092041;2,995504992;-2,37366E-05;1;13;0,012164521;-0,007102659;100 µA
0,140991211;3,096212992;-1,76788E-05;1;14;0,012164521;-0,007102659;100 µA
0,151062012;3,196920992;-1,19171E-05;1;15;0,012164521;-0,007102659;100 µA
0,161132813;3,297628992;-6,41174E-06;1;16;0,012164521;-0,007102659;100 µA
0,171203613;3,398336991;-1,08887E-06;1;17;0,012164521;-0,007102659;100 µA
0,181274414;3,499044991;4,0271E-06;1;18;0,012164521;-0,007102659;100 µA
0,191345215;3,599752991;9,03625E-06;1;19;0,012164521;-0,007102659;100 µA
0,201416016;3,700460991;1,39618E-05;1;20;0,012164521;-0,007102659;100 µA
0,211486816;3,80116899;1,89087E-05;1;21;0,012164521;-0,007102659;100 µA
0,221557617;3,90187699;2,39166E-05;1;22;0,012164521;-0,007102659;100 µA
0,231628418;4,00258499;2,90527E-05;1;23;0,012164521;-0,007102659;100 µA
0,241699219;4,10329299;3,44421E-05;1;24;0,012164521;-0,007102659;100 µA
0,25177002;4,204000989;4,01764E-05;1;25;0,012164521;-0,007102659;100 µA
0,26184082;4,304708989;4,63165E-05;1;26;0,012164521;-0,007102659;100 µA
0,271911621;4,405416989;5,2948E-05;1;27;0,012164521;-0,007102659;100 µA
0,281982422;4,506124989;6,02112E-05;1;28;0,012164521;-0,007102659;100 µA
0,292053223;4,606832988;6,82068E-05;1;29;0,012164521;-0,007102659;100 µA
0,302124023;4,707540988;7,69348E-05;1;30;0,012164521;-0,007102659;100 µA
0,312194824;4,808248988;8,66394E-05;1;31;0,012164521;-0,007102659;100 µA
0,322265625;4,908956988;9,73206E-05;1;32;0,012164521;-0,007102659;100 µA
0,332336426;5,009664987;0,000109131;1;33;0,012164521;-0,007102659;100 µA
0,342407227;5,110372987;0,000122131;1;34;0,012164521;-0,007102659;100 µA
0,352478027;5,211080987;0,000136261;1;35;0,012164521;-0,007102659;100 µA
0,362548828;5,311788987;0,000151886;1;36;0,012164521;-0,007102659;100 µA
0,372619629;5,412496986;0,000168884;1;37;0,012164521;-0,007102659;100 µA
0,38269043;5,513204986;0,000187347;1;38;0,012164521;-0,007102659;100 µA
0,39276123;5,613912986;0,000207397;1;39;0,012164521;-0,007102659;100 µA
0,402832031;5,714620986;0,000229004;1;40;0,012164521;-0,007102659;100 µA
0,412902832;5,815328985;0,000252228;1;41;0,012164521;-0,007102659;100 µA
0,422973633;5,916036985;0,000277039;1;42;0,012164521;-0,007102659;100 µA
0,433044434;6,016744985;0,000303467;1;43;0,012164521;-0,007102659;100 µA
0,443115234;6,117452985;0,000331665;1;44;0,012164521;-0,007102659;100 µA
0,453186035;6,218160984;0,000361481;1;45;0,012164521;-0,007102659;100 µA
0,463256836;6,318868984;0,000392883;1;46;0,012164521;-0,007102659;100 µA
0,473327637;6,419576984;0,000425873;1;47;0,012164521;-0,007102659;100 µA
0,483398438;6,520284984;0,0004599;1;48;0,012164521;-0,007102659;1 mA
0,493469238;6,620992983;0,00049585;1;49;0,012164521;-0,007102659;1 mA
0,503540039;6,721700983;0,000533447;1;50;0,012164521;-0,007102659;1 mA
0,51361084;6,822408983;0,000572205;1;51;0,012164521;-0,007102659;1 mA
0,523681641;6,923116983;0,000612183;1;52;0,012164521;-0,007102659;1 mA
