Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,010070801;1,719144996;-8,91418E-05;1;1;0,006183491;-0,004109714;1 mA
0,020141602;1,819852995;-7,97729E-05;1;2;0,006183491;-0,004109714;1 mA
0,030212402;1,920560995;-7,12891E-05;1;3;0,006183491;-0,004109714;1 mA
0,040283203;2,021268995;-6,35681E-05;1;4;0,006183491;-0,004109714;1 mA
0,050354004;2,121976995;-5,63049E-05;1;5;0,006183491;-0,004109714;100 µA
0,060424805;2,222684994;-4,97742E-05;1;6;0,006183491;-0,004109714;100 µA
0,070495605;2,323392994;-4,36798E-05;1;7;0,006183491;-0,004109714;100 µA
0,080566406;2,424100994;-3,80493E-05;1;8;0,006183491;-0,004109714;100 µA
0,090637207;2,524808994;-3,27911E-05;1;9;0,006183491;-0,004109714;100 µA
0,100708008;2,625516993;-2,78748E-05;1;10;0,006183491;-0,004109714;100 µA
0,110778809;2,726224993;-2,32941E-05;1;11;0,006183491;-0,004109714;100 µA
0,120849609;2,826932993;-1,90247E-05;1;12;0,006183491;-0,004109714;100 µA
0,13092041;2,927640993;-1,4978E-05;1;13;0,006183491;-0,004109714;100 µA
0,140991211;3,028348992;-1,11786E-05;1;14;0,006183491;-0,004109714;100 µA
0,151062012;3,129056992;-7,55615E-06;1;15;0,006183491;-0,004109714;100 µA
0,161132813;3,229764992;-4,09882E-06;1;16;0,006183491;-0,004109714;100 µA
0,171203613;3,330472992;-8,19702E-07;1;17;0,006183491;-0,004109714;100 µA
0,181274414;3,431180991;2,32513E-06;1;18;0,006183491;-0,004109714;100 µA
0,191345215;3,531888991;5,36499E-06;1;19;0,006183491;-0,004109714;100 µA
0,201416016;3,632596991;8,40454E-06;1;20;0,006183491;-0,004109714;10 µA
0,211486816;3,733304991;1,13647E-05;1;21;0,006183491;-0,004109714;10 µA
0,221557617;3,83401299;1,4328E-05;1;22;0,006183491;-0,004109714;10 µA
0,231628418;3,93472099;1,73645E-05;1;23;0,006183491;-0,004109714;10 µA
0,241699219;4,03542899;2,05292E-05;1;24;0,006183491;-0,004109714;10 µA
0,25177002;4,13613699;2,388E-05;1;25;0,006183491;-0,004109714;10 µA
0,26184082;4,236844989;2,74872E-05;1;26;0,006183491;-0,004109714;10 µA
0,271911621;4,337552989;3,13995E-05;1;27;0,006183491;-0,004109714;10 µA
0,281982422;4,438260989;3,56842E-05;1;28;0,006183491;-0,004109714;10 µA
0,292053223;4,538968989;4,04144E-05;1;29;0,006183491;-0,004109714;10 µA
0,302124023;4,639676988;4,55963E-05;1;30;0,006183491;-0,004109714;100 µA
0,312194824;4,740384988;5,14221E-05;1;31;0,006183491;-0,004109714;100 µA
0,322265625;4,841092988;5,78918E-05;1;32;0,006183491;-0,004109714;100 µA
0,332336426;4,941800988;6,50635E-05;1;33;0,006183491;-0,004109714;100 µA
0,342407227;5,042508987;7,29675E-05;1;34;0,006183491;-0,004109714;100 µA
0,352478027;5,143216987;8,16956E-05;1;35;0,006183491;-0,004109714;100 µA
