Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,010070801;1,696645996;-9,30176E-05;1;1;0,006152854;-0,004179678;1 mA
0,020141602;1,797353995;-8,32825E-05;1;2;0,006152854;-0,004179678;1 mA
0,030212402;1,898061995;-7,44934E-05;1;3;0,006152854;-0,004179678;1 mA
0,040283203;1,998769995;-6,64673E-05;1;4;0,006152854;-0,004179678;1 mA
0,050354004;2,099477995;-5,90515E-05;1;5;0,006152854;-0,004179678;1 mA
0,060424805;2,200185994;-5,2124E-05;1;6;0,006152854;-0,004179678;100 µA
0,070495605;2,300893994;-4,58008E-05;1;7;0,006152854;-0,004179678;100 µA
0,080566406;2,401601994;-3,99384E-05;1;8;0,006152854;-0,004179678;100 µA
0,090637207;2,502309994;-3,44482E-05;1;9;0,006152854;-0,004179678;100 µA
0,100708008;2,603017993;-2,93213E-05;1;10;0,006152854;-0,004179678;100 µA
0,110778809;2,703725993;-2,45148E-05;1;11;0,006152854;-0,004179678;100 µA
0,120849609;2,804433993;-2,00195E-05;1;12;0,006152854;-0,004179678;100 µA
0,13092041;2,905141993;-1,58142E-05;1;13;0,006152854;-0,004179678;100 µA
0,140991211;3,005849992;-1,18256E-05;1;14;0,006152854;-0,004179678;100 µA
0,151062012;3,106557992;-8,03223E-06;1;15;0,006152854;-0,004179678;100 µA
0,161132813;3,207265992;-4,41895E-06;1;16;0,006152854;-0,004179678;100 µA
0,171203613;3,307973992;-9,92126E-07;1;17;0,006152854;-0,004179678;100 µA
0,181274414;3,408681991;2,31445E-06;1;18;0,006152854;-0,004179678;100 µA
0,191345215;3,509389991;5,49927E-06;1;19;0,006152854;-0,004179678;100 µA
0,201416016;3,610097991;8,66089E-06;1;20;0,006152854;-0,004179678;10 µA
0,211486816;3,710805991;1,17523E-05;1;21;0,006152854;-0,004179678;10 µA
0,221557617;3,81151399;1,48743E-05;1;22;0,006152854;-0,004179678;10 µA
0,231628418;3,91222199;1,80664E-05;1;23;0,006152854;-0,004179678;10 µA
0,241699219;4,01292999;2,1402E-05;1;24;0,006152854;-0,004179678;10 µA
0,25177002;4,11363799;2,4942E-05;1;25;0,006152854;-0,004179678;10 µA
0,26184082;4,214345989;2,87506E-05;1;26;0,006152854;-0,004179678;10 µA
0,271911621;4,315053989;3,28888E-05;1;27;0,006152854;-0,004179678;10 µA
0,281982422;4,415761989;3,74359E-05;1;28;0,006152854;-0,004179678;10 µA
0,292053223;4,516469989;4,24561E-05;1;29;0,006152854;-0,004179678;10 µA
0,302124023;4,617177988;4,79614E-05;1;30;0,006152854;-0,004179678;100 µA
0,312194824;4,717885988;5,41687E-05;1;31;0,006152854;-0,004179678;100 µA
0,322265625;4,818593988;6,10046E-05;1;32;0,006152854;-0,004179678;100 µA
0,332336426;4,919301988;6,86035E-05;1;33;0,006152854;-0,004179678;100 µA
0,342407227;5,020009987;7,70264E-05;1;34;0,006152854;-0,004179678;100 µA
0,352478027;5,120717987;8,62732E-05;1;35;0,006152854;-0,004179678;100 µA
0,362548828;5,221425987;9,65271E-05;1;36;0,006152854;-0,004179678;100 µA
0,372619629;5,322133987;0,000107758;1;37;0,006152854;-0,004179678;100 µA
0,38269043;5,422841986;0,000119995;1;38;0,006152854;-0,004179678;100 µA
0,39276123;5,523549986;0,000133392;1;39;0,006152854;-0,004179678;100 µA
0,402832031;5,624257986;0,000147949;1;40;0,006152854;-0,004179678;100 µA
0,412902832;5,724965986;0,000163666;1;41;0,006152854;-0,004179678;100 µA
0,422973633;5,825673985;0,000180542;1;42;0,006152854;-0,004179678;100 µA
0,433044434;5,926381985;0,000198639;1;43;0,006152854;-0,004179678;100 µA
0,443115234;6,027089985;0,000217926;1;44;0,006152854;-0,004179678;100 µA
0,453186035;6,127797985;0,000238495;1;45;0,006152854;-0,004179678;100 µA
0,463256836;6,228505984;0,000260132;1;46;0,006152854;-0,004179678;100 µA
0,473327637;6,329213984;0,000282898;1;47;0,006152854;-0,004179678;100 µA
0,483398438;6,429921984;0,000306732;1;48;0,006152854;-0,004179678;100 µA
0,493469238;6,530629984;0,000331512;1;49;0,006152854;-0,004179678;100 µA
0,503540039;6,631337983;0,000357147;1;50;0,006152854;-0,004179678;100 µA
0,51361084;6,732045983;0,000383484;1;51;0,006152854;-0,004179678;100 µA
0,523681641;6,832753983;0,000410461;1;52;0,006152854;-0,004179678;100 µA
0,533752441;6,933461982;0,000437592;1;53;0,006152854;-0,004179678;1 mA
0,543823242;7,034169982;0,000465393;1;54;0,006152854;-0,004179678;1 mA
0,553894043;7,134877982;0,000493317;1;55;0,006152854;-0,004179678;1 mA
0,563964844;7,235585982;0,000521545;1;56;0,006152854;-0,004179678;1 mA
0,574035645;7,336293981;0,000549316;1;57;0,006152854;-0,004179678;1 mA
0,584106445;7,437001981;0,000576782;1;58;0,006152854;-0,004179678;1 mA
