Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0,010070801;1,479566996;-7,07092E-05;1;1;0,007227066;-0,003779636;1 mA
0,020141602;1,580274996;-6,30188E-05;1;2;0,007227066;-0,003779636;1 mA
0,030212402;1,680982996;-5,61523E-05;1;3;0,007227066;-0,003779636;1 mA
0,040283203;1,781690996;-4,98657E-05;1;4;0,007227066;-0,003779636;1 mA
0,050354004;1,882398995;-4,40186E-05;1;5;0,007227066;-0,003779636;100 µA
0,060424805;1,983106995;-3,8739E-05;1;6;0,007227066;-0,003779636;100 µA
0,070495605;2,083814995;-3,38623E-05;1;7;0,007227066;-0,003779636;100 µA
0,080566406;2,184522994;-2,93671E-05;1;8;0,007227066;-0,003779636;100 µA
0,090637207;2,285230994;-2,51556E-05;1;9;0,007227066;-0,003779636;100 µA
0,100708008;2,385938994;-2,12616E-05;1;10;0,007227066;-0,003779636;100 µA
0,110778809;2,486646994;-1,75781E-05;1;11;0,007227066;-0,003779636;100 µA
0,120849609;2,587354993;-1,41052E-05;1;12;0,007227066;-0,003779636;100 µA
0,13092041;2,688062993;-1,08032E-05;1;13;0,007227066;-0,003779636;100 µA
0,140991211;2,788770993;-7,66602E-06;1;14;0,007227066;-0,003779636;100 µA
0,151062012;2,889478993;-4,62952E-06;1;15;0,007227066;-0,003779636;100 µA
0,161132813;2,990186992;-1,70898E-06;1;16;0,007227066;-0,003779636;100 µA
0,171203613;3,090894992;1,12122E-06;1;17;0,007227066;-0,003779636;100 µA
0,181274414;3,191602992;3,89282E-06;1;18;0,007227066;-0,003779636;100 µA
0,191345215;3,292310992;6,66504E-06;1;19;0,007227066;-0,003779636;10 µA
0,201416016;3,393018991;9,3689E-06;1;20;0,007227066;-0,003779636;10 µA
0,211486816;3,493726991;1,2085E-05;1;21;0,007227066;-0,003779636;10 µA
0,221557617;3,594434991;1,4859E-05;1;22;0,007227066;-0,003779636;10 µA
0,231628418;3,695142991;1,77155E-05;1;23;0,007227066;-0,003779636;10 µA
0,241699219;3,79585099;2,07184E-05;1;24;0,007227066;-0,003779636;10 µA
0,25177002;3,89655899;2,39227E-05;1;25;0,007227066;-0,003779636;10 µA
0,26184082;3,99726699;2,73743E-05;1;26;0,007227066;-0,003779636;10 µA
0,271911621;4,09797499;3,1131E-05;1;27;0,007227066;-0,003779636;10 µA
0,281982422;4,198682989;3,52478E-05;1;28;0,007227066;-0,003779636;10 µA
0,292053223;4,299390989;3,97888E-05;1;29;0,007227066;-0,003779636;10 µA
0,302124023;4,400098989;4,48212E-05;1;30;0,007227066;-0,003779636;10 µA
0,312194824;4,500806989;5,03235E-05;1;31;0,007227066;-0,003779636;100 µA
0,322265625;4,601514988;5,65186E-05;1;32;0,007227066;-0,003779636;100 µA
0,332336426;4,702222988;6,33545E-05;1;33;0,007227066;-0,003779636;100 µA
0,342407227;4,802930988;7,08923E-05;1;34;0,007227066;-0,003779636;100 µA
0,352478027;4,903638988;7,91931E-05;1;35;0,007227066;-0,003779636;100 µA
0,362548828;5,004346987;8,83179E-05;1;36;0,007227066;-0,003779636;100 µA
0,372619629;5,105054987;9,83887E-05;1;37;0,007227066;-0,003779636;100 µA
0,38269043;5,205762987;0,000109375;1;38;0,007227066;-0,003779636;100 µA
0,39276123;5,306470987;0,000121338;1;39;0,007227066;-0,003779636;100 µA
0,402832031;5,407178986;0,000134369;1;40;0,007227066;-0,003779636;100 µA
0,412902832;5,507886986;0,000148499;1;41;0,007227066;-0,003779636;100 µA
0,422973633;5,608594986;0,000163757;1;42;0,007227066;-0,003779636;100 µA
0,433044434;5,709302986;0,000180145;1;43;0,007227066;-0,003779636;100 µA
0,443115234;5,810010985;0,000197754;1;44;0,007227066;-0,003779636;100 µA
0,453186035;5,910718985;0,000216583;1;45;0,007227066;-0,003779636;100 µA
0,463256836;6,011426985;0,000236603;1;46;0,007227066;-0,003779636;100 µA
0,473327637;6,112134985;0,000257874;1;47;0,007227066;-0,003779636;100 µA
0,483398438;6,212842984;0,000280334;1;48;0,007227066;-0,003779636;100 µA
0,493469238;6,313550984;0,000303955;1;49;0,007227066;-0,003779636;100 µA
0,503540039;6,414258984;0,000328613;1;50;0,007227066;-0,003779636;100 µA
0,51361084;6,514966984;0,000354248;1;51;0,007227066;-0,003779636;100 µA
0,523681641;6,615674983;0,000380768;1;52;0,007227066;-0,003779636;100 µA
0,533752441;6,716382983;0,000408051;1;53;0,007227066;-0,003779636;100 µA
0,543823242;6,817090983;0,000435638;1;54;0,007227066;-0,003779636;1 mA
0,553894043;6,917798983;0,000464325;1;55;0,007227066;-0,003779636;1 mA
0,563964844;7,018506982;0,000493744;1;56;0,007227066;-0,003779636;1 mA
0,574035645;7,119214982;0,000523987;1;57;0,007227066;-0,003779636;1 mA
0,584106445;7,219922982;0,000554504;1;58;0,007227066;-0,003779636;1 mA
0,594177246;7,320630982;0,000585327;1;59;0,007227066;-0,003779636;1 mA
0,604248047;7,421338981;0,00061615;1;60;0,007227066;-0,003779636;1 mA
0,614318848;7,522046981;0,000646973;1;61;0,007227066;-0,003779636;1 mA
0,624389648;7,622754981;0,000677795;1;62;0,007227066;-0,003779636;1 mA
0,634460449;7,723462981;0,000708618;1;63;0,007227066;-0,003779636;1 mA
0,64453125;7,82417098;0,000738831;1;64;0,007227066;-0,003779636;1 mA
0,654602051;7,92487898;0,000768433;1;65;0,007227066;-0,003779636;1 mA
0,664672852;8,02558698;0,000797424;1;66;0,007227066;-0,003779636;1 mA
0,674743652;8,126294979;0,0008255;1;67;0,007227066;-0,003779636;1 mA
0,684814453;8,227002979;0,000852661;1;68;0,007227066;-0,003779636;1 mA
0,694885254;8,327710979;0,000878601;1;69;0,007227066;-0,003779636;1 mA
